id,text,query
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_195_22","evaporated or is polluted to the point of being unusable by 
other users, and is therefore not released back to surface 
water, groundwater, seawater, or a third party. It  also 
includes water that has been stored during the reporting 
period for use or discharge in a subsequent reporting 
period. 
If the entity cannot directly measure its water consumption, 
it may calculate this using the following formula:  
Total water consum ption = Total water withdrawal – total 
water discharge. 
 
3. Water intensity per rupee of turnover shall be calculated as 
the total water consumed divided by the total turnover in 
rupees.  
 
4. Apart from turnover, entities may on a voluntary basis, 
provide water intensity ratio, based on other metrics, such 
as: 
• units of product;  
• production volume (such as metric tons, litres, or 
MWh);  
• size (such as m2 floor space);  
• number of full-time employees","""water consumption calculation formula"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_190_6","topics. 
The entity can indicate if stakeholder engagement is 
used to support the identification and management of 
environmental, and social topics. If so, the  entity can 
disclose the key concerns that have been raised 
through stakeholder engagement and how the 
organization has responded to this concern, including 
through changes or modifications in its policies or in 
its activities. 
For each concern, the entity  should mention the 
stakeholder group that raised the concern. 
3 Details of instances of 
engagement with and actions 
taken to address the concerns 
of vulnerable/marginalized 
groups. 
The entity can disclose the key concerns that have 
been raised through en gagement with 
vulnerable/marginalized groups and how the 
organization has responded to this concern, including 
through changes or modifications in its policies or in 
its activities.","""stakeholder engagement environmental social topics"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular on Surveillance of Securities Market.pdf_25_3,"Page 26 of 28 
 
Annexure -6 
 
Report by Depositories for implementation of framework for restricting trading by 
Designated Persons by Freezing PAN at security level.  
Sr.No Particulars Count 
1 Total number of listed companies which have 
appointed Depository (NSDL/C DSL) as designated 
depository (DD) 
 
2 Total number of listed companies on which 
implementation of framework for restricting trading 
by Designated Persons (“DPs”) by Freezing PAN at 
security level, is applicable 
 
3 Total Number of unique and valid PAN's of KMP/DPs 
provided by issuers/ listed companies for Trading 
Window Closure restriction to the DD, at end of 
quarter. 
 
4 Total number of a ccounts in which PAN-ISIN level 
freeze in the demat accounts of the concerned DPs 
was levied towards Trading Window Closure for the 
quarter. 
 
5 Total no of exemptions given to DPs from Trading 
Window restriction in terms of Clause 4(3) of 
Schedule B read with regulation 9 of PIT Regulations","""freezing pan at security level"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_35_14","the Securities and Exchange Bo ard of India 
(Share Based Employee Benefits and Sweat 
Equity) Regulations, 2021 and the promoter(s) 
/ promoter group shall not be allotted any 
shares.   
 
9. Transfer of shares held by promoter(s) / 
promoter group to an Exchange Traded 
Fund (ETF) managed b y a SEBI-registered 
mutual fund, subject to a maximum of  5% of 
The listed entity shall, at least one trading day 
prior to such proposed transfer, announce the 
following details to the stock exchange(s ) 
where its shares are listed:","""SEBI regulations on share transfer"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_29_43","Page 30 of 261 
 
S. No. Particulars in INR crore 
1. Loans / revolving facilities like cash credit from banks / financial 
institutions 
A Total amount outstanding as on date  
B Of the total amount outstanding, amount of default as on 
date 
 
2. Unlisted debt securities i.e. NCDs and NCRPS 
A Total amount outstanding as on date  
B Of the total amount outstanding, amount of default as on 
date 
 
3. Total financial indebtednes s of the listed entity 
including short-term and long-term debt 
 
 
The above disclosure shall be made within 7 days from the end of each quarter. 
 
6. As far as disclosures pertaining to default of listed NCDs / listed NCRPS / listed 
Commercial paper are concerned, the same would continue to be made as per the present 
provisions of the SEBI Regulations and Circulars issued thereunder. 
 
******","""Company financials outstanding debt"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_87_10,"Page 88 of 132 
 
 
i. Instructions at the back of Acknowledgement Slip 
i. Company Contact Details 
ii. Registrar Contact Details 
iii. Contact persons in case of queries pertaining to allotment/credit of shares, submission and 
upload of ASBA bids. 
D. Bid Revision Application Form 
1. Top of the application form shall have a Colored identifier strap incorporating the name of the 
issuer, ISIN number & type of form (Repatriation/Non-Repatriation Form). 
2. 8 digit Application Number (Same as that of Main Application form) 
3. Stamp/Serial Number/Code of Syndicate Member, Broker/ SCSB/ Sub-Agent /Sub-broker/ escrow 
bank/Bank Branch/ DP/RTA 
4. Name of First/Sole Applicant 
5. PAN of First/Sole Applicant 
6. Bidders Depository Account Details – Check Box for NSDL and CDSL & single 16-digit field 
(consisting of DP ID and Client ID) 
7. Options for change of Bid 
a. From 
i. Columns for Bid Options (Option 1, Option 2 or Option 3), Number of equity shares bid, Price","""Bid Revision Application Form"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_214_17","Page 215 of 261 
1.3. De-merger:  
 
a) brief details of the division(s) to be demerged;  
b) turnover of the demerg ed division and as percentage to the total turnover of the 
listed entity in the immediately preceding financial year / based on financials of the 
last financial year;  
c) rationale for demerger;  
d) brief details of change in shareholding pattern (if any) of all entities;  
e) in case of cash consideration – amount or otherwise share exchange ratio;   
f) whether listing would be sought for the resulting entity.  
 
1.4. Sale or disposal of unit(s) or division(s), whole or substantially the whole of the 
undertaking(s) or subsid iary of the listed entity, sale of stake in the associate 
company of the listed entity: 
 
a) the amount and percentage of the turnover or revenue or income and net worth 
contributed by such unit or division or undertaking or subsidiary or associate 
company of the listed entity during the last financial year;","""Demerger and sale of units or divisions"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular on Surveillance of Securities Market.pdf_4_10,"their employees. Due to lack of proper internal controls and poor training, employees of 
such intermediaries are sometimes not aware of the damage which  can be caused by 
circulation of unauthenticated news or rumours. It is a well-established fact that market 
rumours can do considerable damage to the normal functioning and behaviour of the 
market and distort the price discovery mechanisms. 
 
2.3. In view of the above facts, SEBI Registered Market Intermediaries are directed that: 
 
2.3.1. Proper internal code of conduct and controls should be put in place. 
 
2.3.2. Employees/temporary staff/voluntary worker s etc. employed/working in the 
offices of market intermediaries do not encourage or circulate rumours  or 
unverified information obtained from client, industry, any trade or any other 
sources without verification. 
 
2.3.3. Access to social media platforms/ instant messaging services/ VoIP / Blogs/Chat","""market intermediary rumors internal controls"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_81_27","p) New name and the old name of the listed entity   
q) Advertisements as per regulation 47(1)   
r) Credit rating or revision in credit rating obtained   
s) Separate audited financial statements of each subsidiary of the listed entity in respect of a 
relevant financial year","""listed entity financial statements"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular on Surveillance of Securities Market.pdf_21_45,"uploaded by the listed company with DD in terms of para 3.3.4. mentioned in 
this Master Circular.  
 
3. The listed company shall confirm to the DD details with respect to listed ISIN 
of equity share of the company, Name, PAN, and confirm the demat account 
number viz. DP ID and client ID (in case of PAN exempted cases) of DPs. In 
the event any updation is requir ed to the aforementioned details, the listed 
company shall take necessary steps as per para 10 below. 
 
4. DD shall provide a facility to the listed company to specify the ‘Trading Window 
Closure Period’ i.e. ‘Commencement Date’ and ‘End Date’ on portal/platform. 
 
4.1. With respect to financial results, the listed company shall specify the 
1st day (T- day) immediately after the end of every quarter for which 
results are to be announced as ‘Trading Window Closure 
commencement date’ and the date on which 48 hours ends  post 
disclosure of financial results as ‘Trading Window Closure End date’ 
in the portal/platform.","""Trading Window Closure Period"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_79_21","Number of independent 
directors present* 
 
Maximum gap between any 
two consecutive meetings (in 
number of days) 
  Yes / No    
* to be filled in only for the current quarter meetings 
 
IV. Meeting of Committees 
Date(s) of meeting of the 
committee in the relevant 
quarter 
Whether 
requirement of 
Quorum met 
(details)* 
Number of Directors 
present* 
Number of independent 
directors present* 
 
Date(s) of meeting 
of the committee in 
the previous 
quarter 
Maximum gap between any 
two consecutive meetings 
in number of days** 
 Yes / No     
* to be filled in only for the current quarter meetings 
** This information has to be mandatorily be given for audit committee and Risk Management Committee, for rest of the committees  giving this information is optional","""Meeting committee directors quorum independent"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_111_34","remain responsible for the direction, supervision and performance of the audits carried out by 
them. We remain solely responsible for our audit opinion.   
We communicate with those charged with governance of the Holding Company and such other 
entities included in the consolidated financial results of which we are the independent auditors 
regarding, among other matters, the planned scope and timing of the audit and significant audit 
findings, including any significant deficiencies in internal control that we identify during our audit. We 
also provide those charged with governance with a statement that we h ave complied with relevant 
ethical requirements regarding independence, and to communicate with them all relationships and 
other matters that may reasonably be thought to bear on our independence, and where applicable, 
related safeguards.  
We also performed procedures in accordance with the circular issued by the SEBI under Regulation","""audit responsibility SEBI regulation"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_4_14","ICAI Institute of Chartered Accountants of India 
ICDR Regulations SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2018 
ICSI Institute of Company Secretaries of India 
IDR Indian Depository Receipts 
IGP Innovators Growth Platform 
Ind-AS Indian Accounting Standards 
IRDAI Insurance Regulatory and Development Authority of India 
ISIN International Securities Identification Number 
KMP Key Managerial Personnel 
LODR Regulations 
/ SEBI LODR / 
LODR  
SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 
MPS Minimum Public Shareholding 
NBFC Non-Banking Financial Company 
NCD Non-Convertible Debentures 
NCRPS Non-Convertible Redeemable Preference Shares 
NFRA National Financial Reporting Authority 
NGRBC National Guidelines on Responsible Business Conduct 
NPA Non-Performing Asset 
NRC Nomination and Remuneration Committee 
OFS Offer for Sale 
OTC Over-the-Counter 
PAN Permanent Account Number 
PCS Practising Company Secretary","""ICAI and SEBI regulations"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_247_13","diligence and care, with high ethical standards and in the best interest of the 
entity and the stakeholders.  
4. Whether the Board treats shareholders and stakeholders fairly where 
decisions of the board of directors may affect different shareholder/ 
stakeholder groups differently.  
5. Whether the Board regularly reviews the Business Responsibility Reporting / 
related corporate social responsibility initiatives of the entity and contribution 
to society, environment etc.   
 
viii. Corporate culture and values: Whether the Board sets a corporate culture and 
the values by which executives throughout a group shall behave  
 
ix. Review of Board evaluation:  Whether the Board monitors and reviews the 
Board evaluation framework.  
 
x. Facilitation of independent directors: Whether the Board facilitates the 
independent directors to perform their role effectively as a member of the board","""corporate governance board responsibility stakeholder fairness"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_132_18","are due to either 
party as a result 
of the 
transaction 
(see Note 1) 
In case any financial 
indebtedness is incurred to 
make or give loans, inter-
corporate deposits, advances or 
investments 
Details of the loans, inter-corporate deposits, 
advances or investments 
Name PAN Name PAN 
Relationship of 
the counterparty 
with the listed 
entity or its 
subsidiary 
   Opening 
balance 
Closing 
balance 
Nature of 
indebtedness 
(loan/ issuance 
of debt/ any 
other etc.) 
Cost 
  
(seeNote 
7) 
Tenure 
Nature 
(loan/ 
advance/ 
inter-
corporate 
deposit/ 
investment 
Interest 
Rate (%) Tenure Secured/ 
unsecured 
Purpose 
for which 
the funds 
will be 
utilised 
by the 
ultimate 
recipient 
of funds 
(end-
usage) 
                                      
  
Total 
(of 
Note 
6b) 
                                   
 
Notes:  
 
1. The details in this format are required to be provided for all transactions undertaken during  the reporting period. However, opening and closing balances,","""financial indebtedness loan details"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_103_49,"obligations as envisaged in the role of a Sponsor Bank in the ASBA f acility within the 
timelines specified therein. These responsibilities/ obligations, inter-alia, include: 
a. To initiate the mandate collect requests to all investor PSPs with the proper 
tags; 
b. To send back the file to the Stock Exchanges containing status of blocking for 
all investors; 
c. To initiate the debit requests post finalization of the allotment file; 
d. To share debit execution status with Stock Exchange post allotment execution; 
e. To provide reverse MIS to the Stock Exchanges  on the collect Mandate/ 
Debit E xecution status Unblocking funds in  the bank account specified in the 
ASBA upon receipt of information on withdrawal/ failure of the is sue from the 
post issue merchant bankers through Registrar to an issue. 
5. We are responsible for any omission or commission on our part while discharging our 
role as envisaged in the ASBA facility.","""Sponsor Bank ASBA obligations"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_57_3,"Page 58 of 132 
 
 
Sr. 
No. 
Particular Field Description Source for information Timeline for 
submission  
20 Name of LM / BRLM Name of LM / BRLM 
Issuer along with the 
Lead Managers 
 
21 Name of RTA Name of RTA 
22 Name of the Market Maker Name 
23 Listing Sought at Options: Only BSE / Only NSE 
/ Only MSEI / BSE & NSE / 
BSE & MSEI / NSE & MSEI / 
BSE, NSE & MSEI 
Listing Stage 
24 ISIN ISIN 
Issuer along with Lead 
Managers 
 
Data from 24 
to 50 shall be 
submitted by 
Lead Manager 
before grant of 
Listing 
approval by 
the 
Exchange(s) 
25 Corporate Identity Number (CIN) of the Listed Entity CIN 
26 Permanent Account Number (PAN) PAN 
27 Designate Stock Exchange Name of the Exchange 
28 Issue Open Date Date 
29 Issue Close Date Date 
30 Price Band In Rs. 
31 Discount (Rs.) In Rs. 
32 Composition of Issue Fresh / OFS / Fresh & OFS 
33 Fresh Issue shares No. of shares 
34 Offer for sale No. of shares 
35 Total Issue of shares No. of shares","""listing requirements india"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_16_1","modified opinion shall be accompanied by a Statement on Impact of Audit qualifications. 
Further, in terms of regulation 33(4), the Statement on Impact of Audit Qualifications for audit 
report with modified opinion shall be in the manner as specified by the Board.  
 
18. Therefore, every listed entity shall submit the Statement on Impact of Audit Qualifications, for 
audit report with modified opinion, in the format specified at Annexure 12 to this circular. The 
management of the listed entity shall have the opti on to explain its views on the audit 
qualifications. The recognized stock exchange(s) shall review the aforesaid statement in terms 
of regulation 95 of the LODR Regulations and monitor it as part of its regular monitoring as 
specified in regulation 97 of the LODR Regulations.  
 
19. For audit reports with unmodified opinion, the listed entity shall furnish a declaration to that 
effect to the stock exchange(s) while submitting the audited financial results.  
 
******","""Statement on Impact of Audit Qualifications"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_127_39,"Page 128 of 132 
 
 
Approval of basis by Stock 
Exchange 
Before 9 pm on T+1 day. 
Issuance of fund transfer 
instructions in sep arate files 
for debit and unblock.   
 
For Bank ASBA and Online 
ASBA – To all SCSBs 
For UPI ASBA  – To Sponsor 
Bank 
 
 
 
Initiation not later than 09:30 am on T+2 day;  
Completion before 2 pm on T+2 day for fund transfer;  
Completion before 4 pm on T+2 day for unblocking. 
 
Corporate action execution for 
credit of shares 
Initiation before 2 pm on T+2 day 
Completion before 6 pm on T+2 day 
Filing of listing application with 
Stock Exchanges and issuance 
of trading notice 
Before 7:30 pm on T+2 day 
Publish allotme nt 
advertisement 
On website of Issuer, Merchant Banker and RTI - before 9 
pm on T+2 day.  
In newspapers – On T+3 day but not later than  T+4 day 
Trading starts T+3 day 
**PSPs/TPAPs = Payment Service Providers/Third Party Application Providers.","""ASBA IPO timeline"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular on Surveillance of Securities Market.pdf_4_9,"Page 5 of 28 
 
 
2. Monitoring of unauthenticated news circulated by SEBI Registered Market 
Intermediaries through various modes of communication 
 
2.1. It has been observed by SEBI that unauthenticated news related to various scrips are 
circulated through social media platforms/ instant messaging services/ VoIP/ blogs/chat 
forums/e-mail or a ny such medium by employees of Broking H ouses/other 
intermediaries without adequate caution as mandated in the Code of Conduct for Stock 
Brokers and respective regulations of various intermediaries registered with SEBI. 
 
2.2. It was also observed that the Intermediaries do not have proper internal controls and 
do not ensure that proper checks and balances are in place to govern the conduct of 
their employees. Due to lack of proper internal controls and poor training, employees of 
such intermediaries are sometimes not aware of the damage which  can be caused by","""SEBI registered market intermediaries unauthenticated news circulation"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_13_42","/ year ended March 31, 2017, the formats were linked to the Companies Act, 2013 or as prescribed by the sectoral 
regulators. The format for publication of financial results in the newspaper was modified by the  July 5, 2016 
circular. The October 24, 2016 circular dealt with disclosures by listed insurance companies .","""Companies Act 2013 publication format"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_229_13","Page 230 of 261 
Para 
/ 
sub-
para 
Events Timeline for 
disclosure 
para 4 of Para A 
of Schedule III. 
5. Agreements (viz. shareholder agreement(s), joint venture 
agreement(s), family settlement agreement(s) (to the extent 
that it impacts management and control of the li sted entity), 
agreement(s)/treaty(ies)/contract(s) with media companies) 
which are binding and not in normal course of business, 
revision(s) or amendment(s) and termination(s) thereof. 
 
Within 12 hours * 
(for agreements 
where listed 
entity is a party); 
 
Within 24 hours  
(for agreements 
where listed 
entity is not a 
party). 
5A. Agreements entered into by the shareholders, promoters, 
promoter group entities, related parties, directors, key 
managerial personnel, employees of the listed entity or of its 
holding, subsidiary or associate company, among themselves 
or with the listed entity or with a third party, solely or jointly, 
which, either directly or indirectly or potentially or whose","""Disclosure of agreements and settlements in Schedule III"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_244_2","Page 245 of 261 
 
B. Subject of Evaluation  
 
As required under the LODR Regulations and Companies Act, the evaluation of the Board 
involves multiple levels:  
1. Board as a whole  
2. Committees of the Board    
3. Individual Directors and Chairperson (including Chairperson, CEO, Independent 
Directors, Non-independent directors, etc.)   
 
C. Process of Evaluation  
 
The process of evaluation is generally elaborate, stretching across pre-evaluation, evaluation 
and post- evaluation processes including, inter alia, the following:  
1. Identifying the objectives of evaluation: 
 
Identifying the objectives of the evaluation is the first and a crucial step in the Board 
Evaluation process. Clear identification of objectives is key to streamlining the process of 
evaluation, analyzing the results and taking appropriate and corrective action.   
 
The objectives may be:   
a) General objectives- Standard Objectives for all Board evaluations of the entity","""Board evaluation process LODR regulations"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_31_0","seriously hamper investor confidence and deny them access to r eliable information for 
taking timely investment decisions. 
 
6. In light of the above, the conditions to be complied with upon resignation of the statutory 
auditor of a listed entity/material subsidiary w.r.t. limited review / audit report as per LODR 
Regulations, are as under: 
 
6.1. All listed entities/material subsidiaries shall ensure compliance with the following 
conditions while appointing/re-appointing an auditor: 
 
6.1.1. If the auditor resigns within 45 days from the end of a quarter of a financial year, then 
the auditor shall, before such resignation, issue the limited review/ audit report for such 
quarter. 
 
6.1.2. If the auditor resigns after 45 days from the end of a quarter of a financial year, then 
the auditor shall, before such resignation, issue the limited review/ audit report for such 
quarter as well as the next quarter.","""statutory auditor resignation compliance lodr regulations"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_107_16","We also provide those charged with governance with a statement that we have complied wit h 
relevant ethical requirements regarding independence, and to communicate with them all 
relationships and other matters that may reasonably be thought to bear on our independence, and 
where applicable, related safeguards.","""compliance with ethical requirements governance"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_67_19,"Page 68 of 132 
 
 
 
Table VI: ISD for issue of Foreign Currency Convertible Bonds (FCCBs) 
 
Sr. 
No. 
Particular Field Description Source for 
information 
Timeline for 
submission 
In Principle approval stage 
1 Name of the listed entity Name 
Issuer 
Data from 1 to 
13 shall be 
submitted by 
the issuer 
before grant 
of in principle 
approval by 
the 
Exchange(s) 
2 ISIN ISIN 
3 Corporate Identity Number (CIN) of the Listed Entity CIN 
4 Permanent Account Number (PAN) PAN 
5 BSE Scrip code   
6 NSE Symbol   
7 MSEI Symbol   
8 Board resolution approving the issue of specified securities Date 
9 Copy of notice sent to shareholders Notice Copy 
10 Object of the Issue As per Notice/offer document 
11 Security Type (no. of security) No. of Bonds of face value (in Rs.) 
12 Security Type (amount to be raised) Rs. in Lakhs/Foreign currency 
13 Consideration Option - Cash/Restructuring of 
FCCB/other  
Listing Stage 
14 Name of the listed entity Name 
Issuer 
Data from 14","""Foreign Currency Convertible Bonds submission requirements"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_259_49","Requirements)  Regulations, 2015by listed entities 
July 11, 2023 
69.  
SEBI/HO/CFD/CFD-
SEC-
2/P/CIR/2023/122 
BRSR  Core –Framework  for assurance  and ESG  
disclosures for value chain July12, 2023 
70.  
SEBI/HO/CFD/CFD-
PoD-
1/P/CIR/2023/123 
Disclosure of material events / information by listed 
entities under Regulations30 and 30A of Securities 
and Exchange Board of India (Listing Obligations 
and Disclosure Requirements) Regulations, 2015 
July 13, 2023 
71.  
SEBI/HO/CFD/CFD-
PoD-
2/P/CIR/2023/167 
Relaxation   from   compliance   with   certain   
provisions   of   the   SEBI   (Listing Obligations and 
Disclosure Requirements) Regulations, 2015 –
Reg. 
October 07, 
2023 
72.  
SEBI/HO/CFD/CFD-
PoD-2/P/CIR/2024/7 
Extension of timeline for verificat ion of market 
rumours by listed entities 
January 25, 
2024 
73.  
SEBI/HO/CFD/CFD-
PoD-2/P/CIR/2024/51 
Framework  for  considering  unaffected  price  for  
transactions  upon confirmation of market rumour May 21, 2024","""SEBI regulations for listed entities"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_57_29","9.1. intimate the depositories to unfreeze the shares and other securities of the promoter and 
promoter group of the listed entity. 
9.2. intimate the listed entity that directions imposed in terms of para 4.2.3 above shall not 
continue and the listed entity shall subsequently intimate the same to its promoters, 
promoter group and directors. 
9.3. disseminate the information in its website regarding the compliance achieved by the 
listed entity.","""SEBI compliance instructions"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_52_8","paragraph 9 below. 
 
7.2. If a listed entity rectifies non-compliance with the provisions of the LODR Regulations, the stock 
exchanges shall neither move the listed entity to “Z” category nor suspend trading in the shares 
of such listed entity. However, the entire shareholding of the promoter(s) in the non-compliant 
listed entity as well as all other securities held in the demat account(s) of the promoter(s) shall 
remain frozen till the non -compliant listed entity complies with respective requirement(s) and 
pays the applicable fines. 
 
7.3. In cases, where the non -compliant listed entity complies with the respective requirement(s) 
and pays the applicable fine, the recognized stock exchange(s) shall intimate the depositories 
to unfreeze the entire shareholding of the promoter(s) in such entity as well as all other 
securities held in the demat account of the promoter(s), immediately from the date of 
compliance.","""LODR Regulations compliance penalties"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_37_10,"the depository system till the date of opening of the issue. 
f) Physical shareholders shall be required to provide their demat account details 
to Issuer / Registrar to the Issue for credit of REs not later than two working 
days prior to issue c losing date, such that credit of REs in their demat 
account takes place at least one day before issue closing date. 
g) In case of fractional entitlements of REs, the fractional part shall be ignored 
by rounding down the entitlement. 
h) The issuer shall submit de tails of total REs credited to the stock exchanges 
immediately after completing the corporate  action for  the same  and shall  
obtain requisite trading approval from the stock exchanges.","""Depository system REs shareholder details"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_21_18","3. Accordingly, the following shall be complied with by a listed entity and its material unlisted 
subsidiaries, as applicable: 
 
3.1 Annual secretarial audit report: 
 
3.1.1 Currently, Section 204 of the Companies Act, 2013 read with rule 9 of the Companies 
(Appointment and Remuner ation of Managerial Personnel) Rules, 2014, as amended 
from time to time, requires Secretarial Audit by Practicing Company Secretaries (PCS) 
for listed companies and certain unlisted companies above a certain thre shold in Form 
No. MR-3. 
 
3.1.2 In order to avoid duplication, the listed entity and its unlisted material subsidiaries shall 
continue to use the same Form No. MR -3 as required under Companies Act, 2013 and 
the rules made thereunder for the purpose of compliance with Regulation 24A(1) of the 
LODR Regulations. 
 
3.2 Annual secretarial compliance report: 
 
3.2.1 While the annual secretarial audit shall cover a broad check on compliance with all laws","""secretarial audit report"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_88_41","than 1 percent of the IDRs issued by the listed entity shall be given under each head.   
 
Note 2: The listed entity shall provide the following details: (i) num ber of underlying equity shares of 
the listed entity represented by the total IDRs and (ii) percentage of equity shares underlying the IDRs 
as a proportion of the total equity share capital of the listed entity.","""IDRs listed entity disclosure requirements"""
